收款编号,发票编号,收款日期,收款金额
S00671,F000520,2018/2/6,861.3319
S00672,F000520,2018/3/7,6968.9581
S00673,F000521,2018/7/4,6142.96
S00674,F000522,2017/10/27,2248.87
S00675,F000523,2017/11/14,6089.33
S00676,F000524,2017/10/21,6268.9
S00677,F000525,2018/1/2,4133.25
S00678,F000526,2017/10/25,3336.85
S00679,F000527,2017/11/9,4189.860000000001
S00680,F000528,2017/10/11,11851.92
S00681,F000529,2017/11/17,9476.88
S00682,F000530,2018/5/22,5563.39
S00683,F000531,2018/1/5,5558.58
S00684,F000532,2018/2/14,5118.2300000000005
S00685,F000533,2017/12/3,9481.86
S00686,F000534,2017/10/15,3255.744
S00687,F000534,2017/12/18,3459.228
S00688,F000534,2018/2/20,3459.227999999999
S00689,F000535,2017/10/16,4132.656
S00690,F000535,2017/12/9,2462.3742
S00691,F000535,2018/2/17,2014.6698000000008
S00692,F000536,2018/5/2,498.2904
S00693,F000536,2018/5/27,1577.9196
S00694,F000537,2017/11/26,3501.49
S00695,F000538,2018/2/26,8265.6
S00696,F000539,2018/5/1,359.87200000000007
S00697,F000539,2018/6/3,3238.848
S00698,F000540,2017/12/16,1637.46
S00699,F000540,2018/1/10,1637.46
S00700,F000541,2018/1/26,11012.4
S00701,F000542,2018/2/20,4553.12
S00702,F000543,2017/10/11,2129.006
S00703,F000543,2017/12/12,1632.5399200000002
S00704,F000543,2018/2/23,768.2540800000002
S00705,F000544,2018/1/10,5599.44
S00706,F000545,2017/10/28,4106.9592
S00707,F000545,2017/12/31,2625.7608
S00708,F000546,2017/10/30,1173.6608
S00709,F000546,2017/11/21,1571.238396
S00710,F000546,2017/12/20,922.7908039999996
S00711,F000547,2017/10/14,1644.0016999999998
S00712,F000547,2017/12/1,1457.8883
S00713,F000548,2017/11/5,12804.4
S00714,F000549,2017/10/6,11653.84
S00715,F000550,2018/7/17,12156.96
S00716,F000551,2017/11/8,3398.22
S00717,F000551,2018/1/26,4153.380000000001
S00718,F000552,2018/11/16,3509.64
S00719,F000553,2018/2/18,10362.03
S00720,F000554,2017/10/27,7666.44
S00721,F000555,2017/10/25,2398.11
S00722,F000556,2017/10/25,5356.26
S00723,F000557,2017/12/18,5410.8
S00724,F000558,2017/10/20,8295.87
S00725,F000559,2018/5/26,3544.7000000000003
S00726,F000560,2017/11/28,10464.65
S00727,F000561,2018/5/20,6266.52
S00728,F000562,2017/12/1,5889.0
S00729,F000563,2017/11/28,2233.9512
S00730,F000563,2017/12/26,1617.6888
S00731,F000564,2017/11/19,3957.48
S00732,F000565,2018/7/7,8900.31
S00733,F000566,2017/12/15,1020.4896
S00734,F000566,2018/2/7,2207.397504
S00735,F000566,2018/4/12,697.0728959999997
S00736,F000567,2017/12/3,5228.74
S00737,F000568,2017/11/29,4135.34
S00738,F000569,2018/1/10,7952.12
S00739,F000570,2017/11/27,2175.4
S00740,F000571,2018/1/1,6672.070000000001
S00741,F000572,2017/12/8,7963.38
S00742,F000573,2018/1/18,7998.81
S00743,F000574,2017/12/29,8309.7666
S00744,F000574,2018/3/1,3733.3734
S00745,F000575,2017/11/12,5840.9400000000005
S00746,F000576,2018/6/30,9930.6
S00747,F000577,2017/12/30,7777.9
S00748,F000578,2018/1/10,468.0300000000001
S00749,F000578,2018/2/21,2652.17
S00750,F000579,2018/8/14,6603.660000000001
S00751,F000580,2017/12/25,4142.745000000001
S00752,F000580,2018/2/1,3673.755
S00753,F000581,2018/4/12,9895.82
S00754,F000582,2017/12/22,4574.9568
S00755,F000582,2018/2/7,2657.488064
S00756,F000582,2018/3/25,793.7951359999997
S00757,F000583,2017/12/25,9492.39
S00758,F000584,2018/3/23,5311.54
S00759,F000585,2018/7/24,5046.47
S00760,F000586,2017/11/19,9423.84
S00761,F000587,2018/10/25,13886.62
S00762,F000588,2017/11/22,8346.14
S00763,F000589,2018/6/28,4726.749599999999
S00764,F000589,2018/9/3,3284.6904000000004
S00765,F000590,2017/11/10,3968.16
S00766,F000591,2018/2/2,13973.12
S00767,F000592,2018/1/26,10325.45
S00768,F000593,2017/11/23,9495.460000000001
S00769,F000594,2017/12/1,1863.1944
S00770,F000594,2017/12/29,5037.5256
S00771,F000595,2018/4/28,11388.3
S00772,F000596,2018/3/16,7082.88
S00773,F000597,2018/1/5,7439.5
S00774,F000598,2017/12/18,10612.23
S00775,F000599,2017/11/29,6260.55
S00776,F000600,2018/6/3,5348.49
S00777,F000601,2018/8/1,8660.52
S00778,F000602,2018/4/5,8551.480000000001
S00779,F000603,2017/11/14,7503.008
S00780,F000603,2018/1/15,2636.192
S00781,F000604,2017/11/24,7787.52
S00782,F000605,2017/11/11,9274.0
S00783,F000606,2017/12/16,8215.3248
S00784,F000606,2018/1/16,5517.959824000001
S00785,F000606,2018/3/31,3381.9753760000003
S00786,F000607,2017/11/8,5822.18
S00787,F000608,2017/11/6,3767.4
S00788,F000609,2017/11/7,10670.4
S00789,F000610,2017/11/16,3690.7
S00790,F000611,2018/7/25,12251.4
S00791,F000612,2017/11/23,4797.6
S00792,F000613,2018/7/14,10228.3
S00793,F000614,2017/12/6,5002.7
S00794,F000615,2017/11/22,8985.36
S00795,F000616,2017/11/24,8811.1
S00796,F000617,2018/7/11,12103.74
S00797,F000618,2018/5/7,4704.21
S00798,F000619,2018/7/9,7654.2
S00799,F000620,2017/12/15,9848.52
S00800,F000621,2017/12/18,12239.660000000002
S00801,F000622,2018/2/6,4793.76
S00802,F000623,2018/4/10,2629.4
S00803,F000624,2018/1/2,3132.0
S00804,F000625,2018/4/28,1993.6384
S00805,F000625,2018/5/24,4236.4816
S00806,F000626,2018/1/21,7951.4
S00807,F000627,2017/12/22,13463.01
S00808,F000628,2017/12/22,3938.32
S00809,F000628,2018/1/26,920.3232
S00810,F000628,2018/3/20,323.3567999999996
S00811,F000629,2017/12/29,12448.48
S00812,F000630,2018/9/11,10450.88
S00813,F000631,2018/1/4,12791.45
S00814,F000632,2018/1/10,12819.25
S00815,F000633,2018/1/15,9459.7792
S00816,F000633,2018/3/5,2849.062912
S00817,F000633,2018/3/26,1602.5978880000002
S00818,F000634,2018/3/7,3871.7
S00819,F000635,2018/1/14,1029.78
S00820,F000635,2018/3/15,3793.023
S00821,F000635,2018/5/26,2042.397
S00822,F000636,2017/12/21,6282.15
S00823,F000637,2018/3/13,7726.559999999999
S00824,F000638,2018/1/12,2037.84
S00825,F000638,2018/2/20,2425.0296
S00826,F000638,2018/3/23,2329.9303999999997
S00827,F000639,2018/6/24,4580.6
S00828,F000640,2018/8/21,14210.0
S00829,F000641,2018/1/11,5595.04
S00830,F000642,2017/12/7,6501.18
S00831,F000643,2018/8/13,7154.4
S00832,F000644,2018/2/28,10544.65
S00833,F000645,2018/6/10,3350.3274
S00834,F000645,2018/8/19,2142.0126
S00835,F000646,2017/12/10,11749.32
S00836,F000647,2018/1/7,7322.7
S00837,F000648,2018/1/5,7457.98
S00838,F000649,2017/12/12,6216.15
S00839,F000650,2018/2/16,7006.32
S00840,F000651,2018/1/3,2551.2192
S00841,F000651,2018/1/27,1629.9456000000002
S00842,F000651,2018/3/2,543.3152
S00843,F000652,2018/3/1,5988.0
S00844,F000653,2018/1/4,10973.25
S00845,F000654,2018/8/31,3105.2000000000003
S00846,F000655,2017/12/13,8647.86
S00847,F000656,2018/2/18,14798.72
S00848,F000657,2018/6/21,8510.04
S00849,F000658,2018/1/15,5724.0
S00850,F000659,2018/7/30,10198.160000000002
S00851,F000660,2017/12/8,8892.25
S00852,F000661,2018/1/20,6658.5
S00853,F000662,2018/6/25,3204.5
S00854,F000663,2018/1/17,3393.65
S00855,F000664,2018/2/26,5707.2
S00856,F000665,2018/5/25,11028.93
S00857,F000666,2018/11/26,4606.98
S00858,F000667,2017/12/25,6768.2304
S00859,F000667,2018/3/11,3747.59424
S00860,F000667,2018/4/15,2017.9353599999995
S00861,F000668,2017/12/17,2863.2760000000003
S00862,F000668,2018/2/8,593.6767199999998
S00863,F000668,2018/4/15,167.44727999999986
S00864,F000669,2018/12/2,10392.1
S00865,F000670,2018/5/1,6768.72
S00866,F000671,2018/4/18,9807.6
S00867,F000672,2017/12/18,4678.83
S00868,F000673,2018/1/11,6834.91
S00869,F000674,2017/12/17,10651.55
S00870,F000675,2017/12/30,2282.2000000000003
S00871,F000676,2017/12/18,4290.77
S00872,F000677,2017/12/31,8501.49
S00873,F000678,2018/1/16,6612.6
S00874,F000679,2018/6/11,2718.69
S00875,F000680,2017/12/11,3616.05
S00876,F000681,2018/1/24,8175.12
S00877,F000682,2018/1/6,11420.85
S00878,F000683,2018/1/26,3054.282
S00879,F000683,2018/3/22,1749.2706000000005
S00880,F000683,2018/4/22,749.6873999999998
S00881,F000684,2018/6/7,12872.31
S00882,F000685,2018/1/18,14046.78
S00883,F000686,2018/1/16,4863.12
S00884,F000686,2018/2/23,5708.88
S00885,F000687,2018/5/11,3521.16
S00886,F000688,2018/2/6,8631.849999999999
S00887,F000689,2018/1/22,13592.64
S00888,F000690,2018/2/1,2367.04
S00889,F000691,2018/5/9,2182.9080000000004
S00890,F000691,2018/6/4,6158.919
S00891,F000691,2018/8/22,2052.973
S00892,F000692,2018/8/20,6620.9400000000005
S00893,F000693,2018/1/12,9247.2
S00894,F000694,2018/8/14,7641.789999999998
S00895,F000695,2018/5/15,4997.59
S00896,F000696,2018/1/19,7120.25
S00897,F000697,2018/8/11,3681.84
S00898,F000698,2018/2/1,7190.4
S00899,F000699,2018/5/16,7063.9625
S00900,F000699,2018/7/10,7352.2875
S00901,F000700,2018/1/15,3539.9025000000006
S00902,F000700,2018/2/12,2768.9904000000006
S00903,F000700,2018/3/18,1557.5571
S00904,F000701,2018/1/19,8925.25
S00905,F000702,2018/3/8,11236.92
S00906,F000703,2018/6/11,11118.43
S00907,F000704,2018/4/13,5267.34
S00908,F000705,2018/1/16,4891.249999999999
S00909,F000705,2018/2/22,1843.625
S00910,F000705,2018/4/29,790.125
S00911,F000706,2018/2/23,8076.14
S00912,F000707,2018/9/1,5454.54
S00913,F000708,2018/3/9,1874.132
S00914,F000708,2018/4/27,7496.528
S00915,F000709,2018/2/5,6081.92
S00916,F000710,2018/8/27,8425.23
S00917,F000711,2018/3/3,9207.8
S00918,F000712,2018/2/24,9271.35
S00919,F000713,2018/2/5,4973.6896
S00920,F000713,2018/3/7,3263.866496
S00921,F000713,2018/4/7,1146.7639039999997
S00922,F000714,2018/8/21,1948.7160000000003
S00923,F000714,2018/10/24,3165.1872000000003
S00924,F000714,2018/12/12,791.2968
S00925,F000715,2018/2/27,9525.6
S00926,F000716,2018/1/22,4823.0
S00927,F000717,2018/3/4,13620.78
S00928,F000718,2018/2/6,9618.63
S00929,F000719,2018/8/27,7730.91
S00930,F000720,2018/3/29,2090.6
S00931,F000721,2018/1/8,3803.04
S00932,F000721,2018/3/8,950.7600000000001
S00933,F000722,2018/3/26,7279.86
S00934,F000723,2018/1/26,11348.68
S00935,F000724,2018/6/20,2800.8
S00936,F000725,2018/9/4,5225.835999999999
S00937,F000725,2018/10/29,5892.964
S00938,F000726,2018/1/22,4134.42
S00939,F000727,2018/5/25,3513.0240000000003
S00940,F000727,2018/6/29,5246.11584
S00941,F000727,2018/8/15,2950.94016
S00942,F000728,2018/3/14,3501.85
S00943,F000729,2018/7/19,8400.800000000001
S00944,F000730,2018/7/25,12248.820000000002
S00945,F000731,2018/5/14,8909.12
S00946,F000732,2018/2/14,4544.85
S00947,F000733,2018/1/12,4176.6
S00948,F000734,2018/2/18,13964.28
S00949,F000735,2018/8/2,4086.54
S00950,F000736,2018/1/29,5283.6
S00951,F000737,2018/1/17,975.5136
S00952,F000737,2018/3/22,2388.3264
S00953,F000738,2018/1/29,6754.0
S00954,F000739,2018/2/1,5168.150000000001
S00955,F000740,2018/3/12,13429.35
S00956,F000741,2018/4/15,499.7706
S00957,F000741,2018/6/9,2241.114162
S00958,F000741,2018/7/26,828.9052380000003
S00959,F000742,2018/5/22,7690.88
S00960,F000743,2018/6/15,4094.16
S00961,F000744,2018/5/13,733.7116000000002
S00962,F000744,2018/6/17,3127.9284
S00963,F000745,2018/10/18,2604.96
S00964,F000746,2019/2/24,2039.04
S00965,F000747,2018/2/14,2879.9687
S00966,F000747,2018/4/13,405.74748900000014
S00967,F000747,2018/6/7,359.813811
S00968,F000748,2018/2/12,3385.8
S00969,F000749,2018/10/13,5829.87
S00970,F000750,2018/4/25,2041.92
S00971,F000751,2018/8/25,1186.68
S00972,F000752,2018/2/19,2513.72
S00973,F000753,2018/2/16,3129.28
S00974,F000754,2018/3/7,897.0624
S00975,F000754,2018/5/14,4709.5776000000005
S00976,F000755,2018/3/5,4285.9800000000005
S00977,F000756,2018/2/15,2687.8301999999994
S00978,F000756,2018/4/26,2728.5549
S00979,F000756,2018/5/26,2728.5549
S00980,F000757,2018/3/31,1422.5680000000002
S00981,F000757,2018/6/12,1021.63608
S00982,F000757,2018/8/24,458.99591999999984
S00983,F000758,2018/6/7,5223.75
S00984,F000759,2018/2/22,4348.68
S00985,F000760,2018/2/13,1812.72
S00986,F000761,2018/6/15,2375.75
S00987,F000762,2018/4/26,4452.588400000001
S00988,F000762,2018/7/3,4110.0816
S00989,F000763,2018/4/11,518.688
S00990,F000763,2018/6/23,595.19448
S00991,F000763,2018/9/10,507.0175200000001
S00992,F000764,2018/9/29,3347.3
S00993,F000765,2018/9/3,1567.17
S00994,F000766,2018/5/6,1715.3500000000004
S00995,F000766,2018/6/18,4199.650000000001
S00996,F000767,2018/9/7,4532.41
S00997,F000768,2018/2/24,1350.9
S00998,F000769,2018/3/22,1424.8640000000005
S00999,F000769,2018/5/17,356.2159999999999
S01000,F000770,2018/3/7,1728.0
S01001,F000771,2018/11/10,2788.72
S01002,F000772,2018/4/21,2981.5800000000004
S01003,F000773,2018/3/27,283.6806
S01004,F000773,2018/5/7,1067.1794
S01005,F000774,2018/2/13,1928.08
S01006,F000775,2018/6/23,3971.28
S01007,F000776,2018/2/16,774.375
S01008,F000776,2018/4/27,1864.4
S01009,F000776,2018/6/21,1048.725
S01010,F000777,2018/3/1,3112.6116
S01011,F000777,2018/4/9,1794.3290400000003
S01012,F000777,2018/5/22,1196.21936
S01013,F000778,2018/2/17,3355.7000000000003
S01014,F000779,2018/3/28,172.836
S01015,F000779,2018/6/12,307.264
S01016,F000780,2018/9/29,3603.83
S01017,F000781,2018/2/22,3020.24
S01018,F000782,2018/2/21,2194.575
S01019,F000782,2018/4/18,2194.575
S01020,F000783,2018/8/22,3604.000000000001
S01021,F000784,2018/10/29,3110.52
S01022,F000785,2018/2/11,3895.5
S01023,F000786,2018/2/10,4617.28
S01024,F000787,2018/8/11,2339.2000000000003
S01025,F000788,2018/6/22,7184.200000000001
S01026,F000789,2018/11/1,5214.6
S01027,F000790,2018/5/14,5980.52
S01028,F000791,2018/9/16,3580.92
S01029,F000792,2018/2/6,1583.52
S01030,F000793,2018/5/11,2577.627
S01031,F000793,2018/7/19,846.65133
S01032,F000793,2018/9/26,541.3016699999998
S01033,F000794,2018/9/12,1360.8000000000002
S01034,F000795,2018/5/16,872.96
S01035,F000796,2018/2/12,1324.4160000000002
S01036,F000796,2018/3/24,2814.384
S01037,F000797,2018/6/22,7732.549999999998
S01038,F000798,2018/2/9,8427.0
S01039,F000799,2018/6/18,4068.5
S01040,F000800,2018/2/26,5368.5
S01041,F000801,2018/4/17,680.3368
S01042,F000801,2018/6/28,2900.3832
S01043,F000802,2018/5/8,822.411
S01044,F000802,2018/6/20,2013.489
S01045,F000803,2018/2/5,4592.96
S01046,F000804,2018/2/26,2923.032
S01047,F000804,2018/4/22,1252.728
S01048,F000805,2018/3/20,2477.76
S01049,F000806,2018/3/24,3090.99
S01050,F000807,2018/2/14,1409.6124000000002
S01051,F000807,2018/3/26,5302.8276000000005
S01052,F000808,2018/2/17,1154.37
S01053,F000809,2018/2/20,4626.24
S01054,F000810,2018/7/24,612.5728
S01055,F000810,2018/9/5,2050.7872
S01056,F000811,2018/10/23,2547.5800000000004
S01057,F000812,2018/5/12,3232.75
S01058,F000813,2018/2/2,2579.6000000000004
S01059,F000814,2018/3/4,5527.11
S01060,F000815,2018/4/9,6697.660000000001
S01061,F000816,2018/2/17,1331.7800000000002
S01062,F000817,2018/2/28,1345.8000000000002
S01063,F000818,2018/2/13,2122.5
S01064,F000819,2018/11/28,4768.92
S01065,F000820,2018/2/26,4558.6
S01066,F000821,2018/5/13,5134.4800000000005
S01067,F000822,2018/2/20,2579.68
S01068,F000823,2018/5/7,5028.1
S01069,F000824,2018/5/2,4949.5
S01070,F000825,2018/10/21,2199.63
S01071,F000826,2018/2/14,422.1350000000001
S01072,F000826,2018/4/18,783.9650000000001
S01073,F000827,2018/2/15,2364.032
S01074,F000827,2018/3/21,1141.18272
S01075,F000827,2018/4/23,793.0252799999998
S01076,F000828,2018/2/15,3271.4
S01077,F000829,2018/7/30,1055.1840000000002
S01078,F000829,2018/8/24,189.93311999999997
S01079,F000829,2018/10/6,143.28287999999998
S01080,F000830,2018/3/2,3711.6
S01081,F000831,2018/3/30,3680.7
S01082,F000832,2018/2/8,657.2643
S01083,F000832,2018/3/21,1119.1257
S01084,F000833,2018/4/17,3573.74
S01085,F000834,2018/2/16,393.525
S01086,F000834,2018/3/26,335.225
S01087,F000835,2018/5/15,3232.98
S01088,F000836,2018/2/21,1811.4
S01089,F000837,2018/2/22,3770.34
S01090,F000838,2018/9/19,7196.16
S01091,F000839,2018/10/21,4257.9
S01092,F000840,2018/3/1,5100.4800000000005
S01093,F000841,2018/2/13,2755.5
S01094,F000842,2018/2/27,2862.8336
S01095,F000842,2018/4/27,479.4340320000002
S01096,F000842,2018/7/1,281.5723680000001
S01097,F000843,2018/8/2,5266.44
S01098,F000844,2018/3/3,6803.26
S01099,F000845,2018/2/24,7373.11
S01100,F000846,2018/3/7,2143.19
S01101,F000847,2018/2/9,923.616
S01102,F000847,2018/4/3,740.43216
S01103,F000847,2018/4/24,260.15184
S01104,F000848,2018/2/19,1250.08
S01105,F000849,2018/2/25,3626.784
S01106,F000849,2018/5/5,1668.32064
S01107,F000849,2018/7/18,749.5353599999999
S01108,F000850,2018/2/20,2590.2
S01109,F000851,2018/2/19,4217.51
S01110,F000852,2018/5/16,1777.5800000000002
S01111,F000853,2018/4/11,3970.43
S01112,F000854,2018/2/25,930.0
S01113,F000855,2018/3/28,5276.549999999999
S01114,F000856,2018/6/15,3667.95
S01115,F000857,2018/9/4,1562.88
S01116,F000858,2018/4/19,1147.0410000000002
S01117,F000858,2018/5/15,977.109
S01118,F000859,2018/9/9,1310.4
S01119,F000860,2018/2/23,4913.1900000000005
S01120,F000861,2018/7/13,3363.6200000000003
S01121,F000862,2018/11/11,4904.2
S01122,F000863,2018/2/2,2866.7200000000003
S01123,F000864,2018/2/7,1884.16
S01124,F000865,2018/12/16,5169.42
S01125,F000866,2018/3/14,6032.91
S01126,F000867,2018/2/24,2899.2000000000003
S01127,F000868,2018/10/1,4285.08
S01128,F000869,2018/6/16,2935.2000000000003
S01129,F000870,2018/3/28,7559.6
S01130,F000871,2018/3/28,8947.44
S01131,F000872,2018/3/29,5288.94
S01132,F000873,2018/10/23,874.2576000000001
S01133,F000873,2018/12/20,2937.5055360000006
S01134,F000873,2019/1/17,1652.346864
S01135,F000874,2018/5/24,3334.9999999999995
S01136,F000875,2018/3/7,2977.11
S01137,F000876,2018/4/3,7936.11
S01138,F000877,2018/4/14,6940.5
S01139,F000878,2018/8/28,2383.5
S01140,F000879,2018/8/13,8613.0
S01141,F000880,2018/4/1,5226.72
S01142,F000881,2018/8/24,3657.6
S01143,F000882,2018/6/20,7388.28
S01144,F000883,2018/3/31,5398.8
S01145,F000884,2018/10/14,627.7824
S01146,F000884,2018/11/22,2859.8976
S01147,F000885,2018/7/24,2681.4348
S01148,F000885,2018/10/11,2284.1852
S01149,F000886,2018/4/28,1403.0016
S01150,F000886,2018/5/31,2981.3784
S01151,F000887,2018/3/29,5076.72
S01152,F000888,2018/11/23,1994.5600000000004
S01153,F000888,2019/1/2,1994.56
S01154,F000889,2018/10/3,3450.49
S01155,F000890,2018/3/25,1276.044
S01156,F000890,2018/6/2,3281.2560000000003
S01157,F000891,2018/3/15,3863.8600000000006
S01158,F000892,2018/8/6,4555.660000000001
S01159,F000893,2018/4/26,4254.3468
S01160,F000893,2018/7/7,4994.2332
S01161,F000894,2018/3/22,1875.94
S01162,F000895,2018/3/30,3362.5
S01163,F000896,2019/3/24,5078.4800000000005
S01164,F000897,2018/10/23,1743.43
S01165,F000898,2018/12/25,1662.96
S01166,F000899,2018/4/2,3939.201000000001
S01167,F000899,2018/5/6,3273.91372
S01168,F000899,2018/6/2,1540.6652800000013
S01169,F000900,2018/5/9,3384.94
S01170,F000901,2018/3/21,1466.4
S01171,F000901,2018/5/4,3079.4400000000005
S01172,F000901,2018/6/22,1319.7600000000002
S01173,F000902,2018/12/6,10497.84
S01174,F000903,2018/8/18,4957.049999999999
S01175,F000904,2018/3/9,6027.63
S01176,F000905,2018/4/10,2436.66
S01177,F000906,2018/12/4,2714.32
S01178,F000907,2019/2/19,3550.8
S01179,F000908,2018/3/23,6017.13
S01180,F000909,2018/5/19,1774.6872
S01181,F000909,2018/7/27,914.2328
S01182,F000910,2018/6/14,7461.719999999998
S01183,F000911,2018/7/12,7346.36
S01184,F000912,2018/3/26,6194.479200000001
S01185,F000912,2018/6/11,1747.1607999999997
S01186,F000913,2018/8/11,5114.4
S01187,F000914,2018/3/12,4448.7
S01188,F000915,2018/3/15,4849.12
S01189,F000916,2018/6/4,5089.23
S01190,F000916,2018/7/10,1696.4100000000008
S01191,F000917,2018/5/14,5694.3
S01192,F000918,2018/9/23,8667.12
S01193,F000919,2018/5/14,3589.2000000000003
S01194,F000920,2018/3/19,2400.0192
S01195,F000920,2018/5/20,1810.5408
S01196,F000921,2018/3/24,1437.26
S01197,F000922,2018/3/23,7364.839999999998
S01198,F000923,2018/4/27,2545.02
S01199,F000924,2018/4/15,3827.72
S01200,F000925,2018/4/28,1925.0770000000005
S01201,F000925,2018/7/5,575.0229999999999
S01202,F000926,2018/10/12,2648.52
S01203,F000927,2018/4/26,11239.5
S01204,F000928,2018/8/15,3695.5
S01205,F000929,2018/3/15,2103.6400000000003
S01206,F000930,2018/3/20,8796.25
S01207,F000931,2018/5/12,5792.15
S01208,F000932,2018/10/22,3338.64
S01209,F000933,2018/3/21,1456.2
S01210,F000934,2018/4/9,2739.66
S01211,F000934,2018/5/26,2241.54
S01212,F000935,2018/3/26,2513.92
S01213,F000936,2018/3/23,9321.6
S01214,F000937,2018/3/29,4888.51
S01215,F000938,2018/8/13,3197.8292000000006
S01216,F000938,2018/9/5,978.15952
S01217,F000938,2018/9/30,526.7012800000001
S01218,F000939,2018/3/29,3667.84
S01219,F000940,2018/8/21,5736.150000000001
S01220,F000941,2018/3/7,2656.56
S01221,F000942,2018/9/5,1491.1776
S01222,F000942,2018/11/9,2408.2518240000004
S01223,F000942,2018/12/7,2313.8105760000003
S01224,F000943,2018/4/17,3975.55
S01225,F000944,2018/3/27,2389.92
S01226,F000944,2018/5/22,1593.2800000000002
S01227,F000945,2018/10/18,8167.91
S01228,F000946,2018/7/18,4471.2
S01229,F000947,2018/5/16,4230.18
S01230,F000948,2018/4/9,4559.94
S01231,F000949,2018/4/4,4250.07
S01232,F000949,2018/4/27,1416.6900000000005
S01233,F000950,2018/3/21,2616.96
S01234,F000951,2018/11/25,2510.0
S01235,F000952,2018/4/1,1662.144
S01236,F000952,2018/6/4,1645.5225599999997
S01237,F000952,2018/7/19,847.69344
S01238,F000953,2018/3/26,7699.52
S01239,F000954,2018/3/23,3689.55
S01240,F000955,2018/4/18,5982.12
S01241,F000956,2018/4/12,2863.5
S01242,F000957,2018/3/31,1985.282
S01243,F000957,2018/5/9,1437.618
S01244,F000958,2018/7/9,879.795
S01245,F000958,2018/9/4,3750.705
S01246,F000959,2018/3/23,5542.77
S01247,F000960,2018/5/18,1521.2624000000003
S01248,F000960,2018/7/13,1864.985472
S01249,F000960,2018/9/7,725.272128
S01250,F000961,2018/3/24,7223.7
S01251,F000962,2018/3/28,1501.5
S01252,F000963,2018/3/5,2652.54
S01253,F000964,2018/4/28,5590.96
S01254,F000965,2018/11/21,7585.44
S01255,F000966,2018/9/6,6789.31
S01256,F000967,2018/3/30,3606.24
S01257,F000968,2018/4/3,5526.92
S01258,F000969,2018/3/31,2666.25
S01259,F000970,2018/3/15,4627.14
S01260,F000971,2018/7/23,7513.45
S01261,F000972,2018/5/11,10039.92
S01262,F000973,2018/3/10,1965.48
S01263,F000974,2018/8/25,7351.75
S01264,F000975,2018/9/29,3541.6
S01265,F000976,2018/4/4,7656.9
S01266,F000977,2018/11/22,2750.67
S01267,F000978,2018/3/22,6946.6900000000005
S01268,F000979,2018/3/20,8994.02
S01269,F000980,2018/3/16,480.7439999999999
S01270,F000980,2018/4/24,3525.456
S01271,F000981,2018/4/29,2649.68
S01272,F000982,2018/3/18,3459.84
S01273,F000983,2018/9/7,3125.2200000000003
S01274,F000984,2018/3/28,4407.24
S01275,F000985,2018/7/11,2385.4500000000003
S01276,F000986,2018/4/26,4409.56
S01277,F000987,2018/5/4,5763.84
S01278,F000988,2018/3/29,3006.57
S01279,F000989,2018/5/6,7021.2
S01280,F000990,2018/3/17,1353.0
S01281,F000991,2018/4/23,3676.05
S01282,F000992,2018/3/22,1115.4880000000005
S01283,F000992,2018/5/18,6859.237120000002
S01284,F000992,2018/7/30,2166.074879999999
S01285,F000993,2018/5/8,6060.5
S01286,F000994,2018/8/3,3736.73
S01287,F000995,2018/5/28,1482.3380000000002
S01288,F000995,2018/7/19,605.462
S01289,F000996,2018/9/27,5549.6
S01290,F000997,2018/10/6,11016.78
S01291,F000998,2018/7/8,7417.06
S01292,F000999,2018/5/28,7645.77
S01293,F001000,2018/8/7,9809.91
S01294,F001001,2018/4/18,4521.6
S01295,F001002,2019/4/15,3441.8
S01296,F001003,2018/4/20,1261.8449999999998
S01297,F001003,2018/7/7,2208.22875
S01298,F001003,2018/8/17,736.0762499999997
S01299,F001004,2018/4/24,3224.8
S01300,F001005,2018/6/11,8839.36
S01301,F001006,2018/11/10,9327.69
S01302,F001007,2018/9/4,7387.86
S01303,F001008,2018/7/17,1824.38
S01304,F001008,2018/9/9,985.1652
S01305,F001008,2018/10/16,839.2148000000002
S01306,F001009,2018/10/24,10091.55
S01307,F001010,2018/4/22,3518.24
S01308,F001011,2018/5/9,8147.28
S01309,F001012,2018/5/24,5319.069
S01310,F001012,2018/8/4,8678.481
S01311,F001013,2018/4/24,3466.4700000000003
S01312,F001014,2018/4/28,6071.240000000001
S01313,F001015,2018/10/10,7322.499999999998
S01314,F001016,2018/5/16,3708.45
S01315,F001017,2018/4/20,4165.83
S01316,F001018,2018/5/22,1926.3888
S01317,F001018,2018/6/13,2829.79872
S01318,F001018,2018/7/31,1886.53248
S01319,F001019,2018/4/7,9163.56
S01320,F001020,2018/8/26,7752.340899999998
S01321,F001020,2018/9/18,3166.4491
S01322,F001021,2018/5/31,3897.32
S01323,F001022,2018/4/16,4405.1
S01324,F001023,2018/12/7,7529.8
S01325,F001024,2018/6/27,3430.08
S01326,F001025,2018/9/10,4634.28
S01327,F001026,2018/5/1,6340.200000000001
S01328,F001027,2018/5/21,5856.72
S01329,F001027,2018/7/28,1420.8912
S01330,F001027,2018/8/18,1210.3887999999995
S01331,F001028,2018/9/24,11645.7
S01332,F001029,2018/8/15,2896.19
S01333,F001030,2018/4/5,7239.4
S01334,F001031,2018/12/4,5688.76
S01335,F001032,2018/12/23,7627.2
S01336,F001033,2018/4/25,6706.92
S01337,F001034,2018/4/30,2597.1484000000005
S01338,F001034,2018/5/23,3442.7316000000005
